,relationflareF,VarName2,VarName3,VarName4,VarName5,VarName6,VarName7,VarName8,VarName9,VarName10,VarName11,VarName12
51,5,4,1,1,1,1,1,1,0,0,0,1
52,5,2,2,3,1,1,2,1,0,0,0,1
53,5,3,2,3,2,1,2,1,1,0,0,1
54,4,3,1,3,1,1,2,1,0,0,0,1
55,5,3,1,3,1,2,2,1,0,0,0,1
56,5,3,1,3,1,1,2,1,0,0,0,1
57,5,3,1,2,1,2,2,1,0,0,0,1
58,3,1,2,3,3,2,2,2,6,0,0,1
59,4,4,1,3,1,1,1,1,0,0,0,1
60,1,3,1,2,1,2,2,1,2,0,0,1
61,5,2,1,3,1,1,2,1,1,0,0,1
62,5,3,1,2,1,1,2,1,0,0,0,1
63,6,3,1,3,1,1,2,1,1,0,0,1
64,5,3,1,2,1,2,2,1,1,0,0,1
65,1,2,1,3,1,1,2,1,0,0,0,1
66,5,3,1,2,1,2,2,1,0,0,0,1
67,3,1,2,3,1,2,2,2,0,0,0,0
68,4,3,1,2,1,1,2,1,0,0,0,1
69,6,3,1,3,1,1,2,1,1,0,0,1
70,5,3,1,2,1,2,2,1,0,0,0,1
71,1,4,1,2,1,2,2,1,0,0,0,1
72,1,3,1,3,1,2,2,1,0,0,0,1
73,3,1,2,2,1,2,2,1,4,0,0,0
74,5,2,2,2,1,2,2,1,0,0,0,1
75,6,3,1,2,1,1,2,1,0,0,0,1
76,4,3,1,3,1,1,2,1,0,0,0,1
77,6,3,1,3,1,1,2,1,1,0,0,1
78,6,3,1,3,1,1,2,1,0,0,0,1
79,4,4,1,2,1,2,2,1,0,0,0,1
80,1,4,1,2,1,2,2,1,0,0,0,1
81,5,3,1,2,1,2,2,1,1,0,0,1
82,4,3,1,2,1,1,2,1,0,0,0,1
83,1,1,2,3,1,1,2,1,2,0,0,1
84,6,3,1,1,1,1,2,1,0,0,0,1
85,1,2,2,3,1,1,2,1,2,0,0,1
86,5,3,1,3,1,2,2,1,1,0,0,1
87,1,1,2,3,1,2,2,2,2,0,0,0
88,5,3,1,2,1,2,2,1,0,0,0,1
89,1,2,2,3,1,2,2,1,3,0,0,1
90,6,3,1,3,1,1,2,1,0,0,0,1
91,1,2,2,3,1,2,2,1,0,0,0,1
92,1,2,2,2,1,2,2,1,2,0,0,0
93,5,4,1,1,1,2,2,1,1,0,0,1
94,1,2,2,2,1,2,2,1,0,0,0,1
95,6,3,1,2,1,1,2,1,0,0,0,1
96,5,2,2,2,1,2,2,1,0,0,0,1
97,1,1,2,2,1,2,2,1,1,0,0,0
98,5,4,1,2,1,2,2,1,0,0,0,1
99,1,3,1,2,1,2,2,1,1,0,0,1
100,6,3,1,3,1,1,2,1,0,0,0,1
101,5,3,1,3,1,1,2,1,1,0,0,1
102,5,4,1,2,1,2,2,1,0,0,0,1
103,1,2,2,2,1,2,2,1,0,0,0,0
104,1,3,1,2,1,2,2,1,0,0,0,1
105,5,2,1,2,1,2,2,1,0,0,0,1
106,1,3,1,3,1,1,2,1,2,0,0,1
107,5,4,1,2,1,1,1,1,0,0,0,1
108,5,3,1,1,1,2,2,1,0,0,0,1
109,5,2,2,3,1,2,2,1,0,0,0,1
110,5,3,1,2,1,1,2,1,0,0,0,1
111,1,2,1,2,1,2,2,1,0,0,0,1
112,5,4,1,2,1,1,2,1,2,0,0,1
113,1,3,1,3,1,1,2,1,0,0,0,1
114,2,4,1,2,1,1,1,1,0,0,0,1
115,6,3,1,3,1,1,2,1,0,0,0,1
116,5,3,1,3,1,1,2,1,0,0,0,1
117,2,4,1,3,1,1,1,1,0,0,0,1
118,5,4,1,2,1,1,1,1,1,0,0,1
119,6,3,1,3,1,1,2,1,0,0,0,1
120,4,3,1,2,1,1,2,1,3,0,0,1
121,4,3,1,2,1,1,2,1,0,0,0,1
122,5,3,2,2,1,1,2,1,0,0,0,1
123,5,4,1,2,1,1,1,1,0,0,0,1
124,6,3,1,3,1,1,2,1,0,0,0,1
125,4,1,2,3,1,1,2,1,0,0,0,1
126,4,2,1,3,1,1,2,1,0,0,0,1
127,5,4,1,1,1,2,2,1,0,0,0,1
128,5,3,1,2,1,1,2,1,0,0,0,1
129,3,3,1,2,1,1,2,1,2,0,0,1
130,6,3,1,2,1,1,2,1,0,0,0,1
131,1,2,1,3,1,2,2,1,0,0,0,1
132,4,3,1,3,1,1,2,1,0,0,0,1
133,5,4,1,2,1,1,2,1,0,0,0,1
134,5,3,1,2,1,1,2,1,0,0,0,1
135,5,3,1,3,1,1,2,1,0,0,0,1
136,3,1,1,3,1,2,2,2,2,1,0,1
137,4,3,1,3,1,2,2,2,0,0,0,1
138,5,4,1,1,1,1,2,1,0,0,0,1
139,5,3,2,1,1,1,2,1,0,0,0,1
140,5,4,1,1,1,1,1,1,0,0,0,1
141,6,3,1,3,1,1,2,1,0,0,0,1
142,1,1,2,1,3,2,2,1,5,0,0,1
143,1,3,1,1,1,2,2,1,3,0,0,1
144,4,4,1,3,1,1,2,1,0,0,0,1
145,5,4,1,2,1,1,1,1,0,0,0,1
146,5,4,1,2,1,1,1,1,0,0,0,1
147,5,4,1,3,1,1,2,1,0,0,0,1
148,2,4,1,3,1,1,2,1,0,0,0,1
149,5,4,1,3,1,1,1,1,0,0,0,1
150,3,1,2,3,3,2,2,2,1,0,0,0
151,1,3,2,2,1,2,2,1,1,0,0,1
152,5,3,1,3,1,1,2,1,1,0,0,1
153,5,4,1,3,1,1,1,1,0,0,0,1
154,5,3,1,3,1,1,2,1,0,0,0,1
155,5,4,1,2,1,1,2,1,0,0,0,1
156,2,3,1,3,1,1,2,1,1,0,0,1
157,6,3,1,1,1,1,2,1,0,0,0,1
158,1,3,2,2,1,2,2,1,0,0,0,1
159,5,2,1,3,1,1,2,1,0,0,0,1
160,5,4,1,3,1,1,1,1,0,0,0,1
161,1,3,1,3,1,1,2,1,1,0,0,1
162,5,4,1,2,1,1,2,1,0,0,0,1
163,5,3,2,3,1,1,2,1,1,0,0,1
164,5,3,1,2,1,1,2,1,0,0,0,1
165,3,2,2,2,1,2,2,2,1,0,0,0
166,4,3,2,2,1,2,2,1,0,0,0,1
167,5,3,1,3,1,1,2,1,0,0,0,1
168,5,4,1,1,1,1,2,1,0,0,0,1
169,1,2,1,2,1,2,2,1,2,0,0,0
170,5,3,1,3,1,1,2,1,0,0,0,1
171,1,3,2,3,1,1,2,1,0,0,0,1
172,5,3,1,2,1,1,2,1,3,0,0,1
173,5,4,1,2,1,1,2,1,0,0,0,1
174,5,4,1,3,1,1,2,1,0,0,0,1
175,4,2,2,2,1,1,2,1,0,0,0,1
176,1,2,1,3,1,1,2,1,0,0,0,1
177,1,3,2,2,3,2,2,1,0,0,0,1
178,1,3,1,2,1,1,2,1,0,0,0,1
179,4,3,1,3,1,1,2,1,1,0,0,1
180,5,4,1,2,1,1,2,1,0,0,0,1
181,5,4,1,2,1,1,2,1,0,0,0,1
182,3,2,2,3,1,2,2,2,3,0,0,0
183,1,2,1,2,1,2,2,1,0,0,0,1
184,1,2,1,3,1,2,2,1,0,0,0,1
185,6,2,1,2,1,2,2,1,0,1,0,1
186,1,3,1,3,1,1,2,1,0,0,0,1
187,1,3,2,3,1,1,2,1,0,0,0,1
188,6,3,1,3,1,1,2,1,1,0,0,1
189,6,3,1,2,1,1,2,1,0,0,0,1
190,5,4,1,3,1,1,2,1,0,0,0,1
191,5,4,1,2,1,1,2,1,0,0,0,1
192,3,2,2,2,3,2,2,1,0,0,0,0
193,1,2,1,2,1,2,2,1,0,0,0,1
194,1,3,1,2,1,1,2,1,0,0,0,1
195,1,3,2,3,1,1,2,1,0,0,0,1
196,6,3,1,2,1,1,2,1,0,0,0,1
197,4,3,1,2,1,1,2,1,0,0,0,1
198,4,4,1,2,1,1,1,1,0,0,0,1
199,5,4,1,2,1,1,1,1,0,0,0,1
200,5,3,1,1,1,2,2,1,0,0,0,0
201,4,2,2,2,1,2,2,1,0,0,0,1
202,4,3,1,2,1,2,2,1,1,0,0,1
203,1,4,2,3,2,2,2,1,0,0,0,1
204,1,4,1,2,1,1,2,1,0,0,0,1
205,1,2,1,2,1,1,2,1,0,0,0,1
206,4,3,1,3,1,1,2,1,0,0,0,1
207,4,3,1,3,1,1,2,1,0,0,0,1
208,5,4,1,2,1,2,1,1,0,0,0,1
209,4,3,1,3,1,1,2,1,0,0,0,1
210,4,3,1,3,1,1,2,1,0,0,0,1
211,4,3,1,1,1,2,2,1,0,0,0,1
212,5,4,1,2,1,2,2,1,0,0,0,1
213,1,4,1,3,1,1,2,1,0,0,0,1
214,5,2,1,2,1,2,2,1,0,3,0,1
215,6,3,1,3,1,1,2,1,0,0,0,1
216,6,2,1,3,1,1,2,1,0,0,0,1
217,5,2,1,3,1,1,2,1,0,0,0,1
218,4,4,1,3,1,1,2,1,0,0,0,1
219,1,4,1,2,1,2,1,1,0,0,0,1
220,4,4,1,2,1,1,2,1,0,0,0,1
221,6,3,1,3,1,1,2,1,0,0,0,1
222,6,3,1,3,1,1,2,1,0,0,0,1
223,6,3,1,3,1,1,2,1,0,0,0,1
224,4,4,1,2,1,2,2,1,0,0,0,1
225,4,3,1,1,1,1,2,1,0,0,0,1
226,5,3,1,2,1,2,2,1,0,0,0,1
227,4,3,1,2,1,2,2,1,0,0,0,1
228,4,3,1,3,1,1,2,1,0,0,0,1
229,1,3,1,3,1,2,2,1,0,0,0,1
230,4,3,1,3,1,1,2,1,0,0,0,1
231,4,4,1,1,1,1,2,1,0,0,0,1
232,4,2,1,3,1,1,2,1,2,0,0,1
233,1,3,1,3,1,2,2,1,0,0,0,1
234,6,3,1,3,1,1,2,1,0,0,0,1
235,5,3,2,2,3,2,2,1,1,0,0,1
236,4,4,1,3,1,1,2,1,0,0,0,1
237,4,3,1,2,1,1,2,1,0,0,0,1
238,1,4,1,2,1,2,2,1,0,0,0,1
239,4,3,1,3,1,1,2,1,0,0,0,1
240,6,3,1,3,1,1,2,1,0,0,0,1
241,4,2,1,3,1,1,2,1,2,0,0,1
242,1,4,1,2,1,2,2,1,0,1,0,1
243,4,3,1,3,1,1,2,1,0,0,0,1
244,5,4,1,3,1,2,2,1,0,0,0,1
245,6,3,1,2,1,1,2,1,0,0,0,1
246,5,4,1,2,1,1,2,1,0,0,0,1
247,5,3,1,2,1,2,2,1,0,0,0,1
248,4,3,1,1,1,1,2,1,0,0,0,1
249,4,4,1,3,1,1,2,1,0,0,0,1
250,1,2,2,3,1,2,2,1,1,0,0,1
251,4,2,1,2,1,2,2,1,0,0,0,1
252,4,3,1,2,1,1,2,1,0,0,0,1
253,6,3,1,3,1,1,2,1,0,0,0,1
254,5,3,1,2,1,1,2,1,1,0,0,1
255,5,4,2,2,1,2,2,1,0,0,0,1
256,6,3,1,3,1,1,2,1,0,0,0,1
257,5,3,1,3,1,2,2,1,0,0,0,1
258,1,2,1,3,1,1,2,1,0,0,0,1
259,4,2,2,3,2,2,2,1,0,0,0,1
260,5,3,1,3,1,1,2,1,0,1,0,1
261,5,4,1,2,1,2,2,1,0,0,0,1
262,4,3,1,2,1,2,2,1,0,0,0,1
263,1,2,1,2,1,2,2,1,0,0,0,1
264,6,3,1,2,1,2,2,1,0,0,0,1
265,1,2,2,3,1,1,2,1,0,0,0,1
266,4,3,1,3,1,1,2,1,0,0,0,1
267,1,3,1,3,1,2,2,1,0,0,0,1
268,4,2,1,2,1,2,2,1,0,0,0,1
269,4,3,1,2,1,2,2,1,0,0,0,1
270,6,2,1,3,1,2,2,1,0,0,0,1
271,4,3,1,3,1,1,2,1,1,0,0,1
272,6,3,1,3,1,1,2,1,0,0,0,1
273,4,3,1,3,1,1,2,1,0,0,0,1
274,6,3,1,1,1,2,2,1,0,0,0,1
275,1,3,1,2,1,2,2,1,0,0,0,1
276,1,2,1,2,1,2,2,1,4,0,0,1
277,4,3,1,1,1,1,2,1,0,0,0,1
278,4,3,1,1,1,1,2,1,0,0,0,1
279,1,4,1,2,1,2,2,1,0,0,0,1
280,4,3,1,2,1,2,2,1,0,0,0,1
281,5,3,2,3,1,2,2,1,1,0,0,1
282,6,3,2,3,1,1,2,1,0,0,0,1
283,5,3,1,3,1,1,2,1,0,0,0,1
284,6,3,1,3,1,1,2,1,0,0,0,1
285,5,4,1,2,1,2,2,1,0,0,0,1
286,4,3,1,2,1,1,2,1,0,0,0,1
287,5,4,1,2,1,1,1,1,0,0,0,1
288,5,4,1,3,1,2,2,1,0,0,0,1
289,3,2,2,3,2,2,2,1,2,0,0,1
290,6,3,1,2,1,1,2,1,0,0,0,1
291,6,2,1,2,1,1,2,1,0,0,0,1
292,6,3,1,2,1,1,2,1,0,0,0,1
293,5,4,1,2,1,1,1,1,0,0,0,1
294,5,4,1,2,1,1,1,1,0,1,0,1
295,3,2,1,3,1,2,2,1,4,0,0,1
296,6,3,1,1,1,1,2,1,0,0,0,1
297,5,3,2,3,3,1,2,1,0,1,0,1
298,6,3,1,3,1,1,2,1,0,0,0,1
299,4,3,1,2,1,1,2,1,0,0,0,1
300,3,2,2,3,1,2,2,1,3,1,0,1
301,5,4,1,2,1,1,1,1,0,0,0,1
302,5,3,1,3,1,1,2,1,0,0,0,1
303,6,3,1,3,1,1,2,1,0,0,0,1
304,4,3,1,3,1,1,2,1,0,0,0,1
305,4,3,1,3,1,1,2,1,0,0,0,1
306,4,3,1,3,1,1,2,1,0,0,0,1
307,3,2,2,2,1,2,2,1,1,0,0,1
308,1,2,1,3,1,1,2,1,0,0,0,1
309,5,4,1,2,1,1,1,1,0,0,0,1
310,5,3,2,2,2,1,2,1,0,0,0,1
311,4,3,1,2,1,1,2,1,0,0,0,1
312,6,3,1,2,1,1,2,1,0,0,0,1
313,6,3,1,2,1,1,2,1,0,0,0,1
314,6,3,1,3,1,1,2,1,1,0,0,1
315,6,3,1,3,1,1,2,1,0,0,0,1
316,5,3,1,2,1,1,2,1,1,0,0,1
317,1,2,2,2,3,2,2,1,0,0,0,1
318,1,2,1,2,1,2,2,1,0,0,0,1
319,5,3,1,3,1,1,2,1,0,0,0,1
320,4,4,1,3,1,1,2,1,0,0,0,1
321,6,3,1,2,1,1,2,1,0,0,0,1
322,1,2,1,3,1,1,2,1,0,0,0,1
323,5,4,1,2,1,1,1,1,0,0,0,1
324,4,3,1,3,1,1,2,1,1,0,0,1
325,1,4,1,1,1,2,2,1,0,0,0,1
326,5,4,1,1,1,1,2,1,0,0,0,1
327,1,2,1,3,1,2,2,1,0,0,0,1
328,5,4,1,1,1,1,2,1,0,0,0,1
329,5,3,1,2,1,1,2,1,0,0,0,1
330,5,2,2,3,1,1,2,1,0,0,0,1
331,5,4,1,3,1,1,1,1,0,0,0,1
332,4,3,1,2,1,1,2,1,0,0,0,1
333,4,3,1,3,1,1,2,1,0,0,0,1
334,5,4,1,3,1,1,2,1,0,0,0,1
335,5,4,1,2,1,1,1,1,0,0,0,1
336,6,3,1,2,1,1,2,1,0,0,0,1
337,1,2,1,3,1,2,2,1,1,0,0,1
338,5,3,1,3,1,1,2,1,0,0,0,1
339,4,4,1,1,1,1,2,1,0,0,0,1
340,1,2,1,2,1,2,2,1,0,0,0,1
341,5,4,1,2,1,1,1,1,0,0,0,1
342,4,3,1,3,1,1,2,1,0,0,0,1
343,5,2,1,3,1,1,2,1,1,0,0,1
344,4,4,1,2,1,1,1,1,0,0,0,1
345,4,4,1,2,1,1,2,1,0,0,0,1
346,1,1,1,3,1,2,2,1,0,0,0,1
347,1,3,1,3,1,1,2,1,0,0,0,1
348,5,3,1,3,1,1,2,1,0,0,0,1
349,5,4,2,2,1,1,2,1,0,0,0,1
350,4,3,1,3,1,2,2,1,0,0,0,1
351,5,3,1,2,1,2,2,1,0,0,0,1
352,2,4,1,2,1,1,1,1,0,0,0,1
353,4,3,1,3,1,1,2,1,0,0,0,1
354,5,2,1,3,1,2,2,1,1,0,0,1
355,4,3,1,3,1,1,2,1,0,1,0,1
356,4,4,1,3,1,1,2,1,0,0,0,1
357,5,4,1,2,1,2,1,1,0,0,0,1
358,5,4,1,2,1,1,1,1,0,0,0,1
359,1,3,1,1,1,2,2,1,0,0,0,1
360,5,2,1,3,1,1,2,1,0,0,0,1
361,4,2,1,3,1,2,2,1,0,0,0,1
362,6,3,1,2,1,1,2,1,0,0,0,1
363,4,3,1,3,1,1,2,1,0,1,0,1
364,4,3,1,3,1,1,2,1,0,0,0,1
365,5,2,1,3,1,2,2,1,0,0,0,1
366,1,2,1,3,1,2,2,1,0,0,0,1
367,4,3,1,3,1,1,2,1,0,0,0,1
368,4,3,1,2,1,2,2,1,0,0,0,1
369,5,4,1,3,1,1,1,1,0,0,0,1
370,4,3,1,3,1,1,2,1,0,0,0,1
371,1,2,2,3,3,1,2,1,1,0,0,1
372,6,3,1,2,1,1,2,1,0,0,0,1
373,1,4,1,3,1,2,1,1,0,0,0,1
374,1,2,1,3,1,2,2,1,3,0,0,1
375,4,3,1,2,1,1,2,1,0,0,0,1
376,5,3,1,1,1,2,2,1,0,0,0,1
377,5,4,1,2,1,1,2,1,0,0,0,1
378,4,3,1,1,1,2,2,1,0,0,0,1
379,4,3,1,2,1,1,2,1,0,0,0,1
380,6,3,1,2,1,2,2,1,0,0,0,1
381,4,3,1,2,1,1,2,1,0,0,0,1
382,1,3,2,2,1,2,2,1,4,0,0,1
383,1,2,1,3,1,2,2,1,0,0,0,1
384,1,4,1,3,1,2,1,1,0,0,0,1
385,1,2,2,3,1,2,2,1,0,1,0,1
386,5,3,1,2,1,2,2,1,0,0,0,1
387,5,4,1,2,1,1,2,1,0,0,0,1
388,4,3,1,3,1,2,2,1,0,0,0,1
389,5,4,1,2,1,1,1,1,0,0,0,1
390,1,3,1,1,1,1,2,1,0,0,0,1
391,1,2,1,2,1,2,2,1,0,0,0,1
392,1,4,1,2,1,2,1,1,0,0,0,1
393,1,1,2,2,3,2,2,1,0,0,0,1
394,5,2,1,2,1,2,2,1,0,0,0,1
395,4,4,1,2,1,1,1,1,0,0,0,1
396,5,4,1,3,1,1,2,1,0,0,0,1
397,1,2,1,3,1,2,2,1,0,1,0,1
398,5,4,1,3,1,1,1,1,0,0,0,1
399,1,3,2,3,1,2,2,1,0,0,0,1
400,1,3,1,2,1,2,2,1,1,0,0,1
401,1,3,1,2,1,2,2,1,0,0,0,1
402,1,1,1,2,1,2,2,1,0,0,0,1
403,5,2,1,3,1,2,2,1,5,1,0,1
404,4,4,1,3,1,1,1,1,0,0,0,1
405,4,2,1,3,1,1,2,1,1,0,0,1
406,5,4,1,3,1,1,1,1,0,0,0,1
407,5,4,1,3,1,2,1,1,0,0,0,1
408,5,2,1,3,1,2,2,1,0,0,0,1
409,5,4,1,2,1,1,1,1,0,0,0,1
410,1,4,1,2,1,2,2,1,0,0,0,1
411,1,2,1,2,1,2,2,1,4,0,0,0
412,1,2,1,2,1,2,2,1,0,0,0,1
413,1,2,1,3,1,2,2,1,0,0,0,1
414,5,4,1,2,1,1,1,1,1,0,0,1
415,6,3,1,3,1,1,2,1,0,0,0,1
416,5,3,1,1,3,2,2,1,0,0,0,1
417,5,4,1,2,1,1,1,1,0,0,0,1
418,5,4,1,3,1,1,1,1,0,0,0,1
419,4,2,1,3,1,1,2,1,0,0,0,1
420,5,4,1,2,1,1,1,1,0,0,0,1
421,1,2,2,2,1,2,2,1,0,0,0,0
422,5,4,1,3,1,2,2,1,1,0,0,1
423,1,2,1,3,1,2,2,1,0,0,0,1
424,5,4,1,2,1,2,1,1,0,0,0,1
425,4,2,1,3,1,2,2,1,0,0,0,1
426,4,3,1,3,1,1,2,1,0,0,0,1
427,5,4,1,2,1,1,1,1,0,0,0,1
428,1,2,1,1,1,2,2,1,0,0,0,0
429,4,4,1,1,1,2,2,1,0,0,0,1
430,5,4,2,3,1,2,2,1,0,0,0,1
431,5,2,2,2,1,2,2,1,3,0,0,1
432,5,4,1,3,1,1,1,1,0,0,0,1
433,4,2,1,2,1,2,2,1,0,0,0,1
434,4,4,1,2,1,2,1,1,0,0,0,1
435,1,3,1,2,1,2,2,1,0,0,0,1
436,4,4,1,1,1,1,2,1,0,0,0,1
437,6,3,1,2,1,1,2,1,0,0,0,1
438,5,4,1,2,1,2,1,1,0,0,0,1
439,5,4,1,2,1,2,2,1,0,0,0,1
440,5,2,2,2,1,2,2,1,0,0,0,1
441,5,3,2,2,1,1,2,1,0,0,0,1
442,5,4,1,2,1,2,1,1,0,0,0,1
443,6,3,1,3,1,1,2,1,0,0,0,1
444,5,4,1,3,1,1,1,1,0,0,0,1
445,5,4,1,2,1,2,2,1,0,0,0,1
446,1,2,2,2,1,2,2,1,1,0,0,1
447,6,3,1,2,1,2,2,1,0,0,0,1
448,4,3,1,3,1,1,2,1,0,0,0,1
449,5,3,2,3,1,2,2,1,0,0,0,1
450,2,3,1,3,1,1,2,1,0,0,0,1
451,4,3,1,3,1,1,2,1,0,0,0,1
452,5,3,1,2,1,1,2,1,0,0,0,1
453,5,4,1,2,1,2,2,1,0,0,0,1
454,5,4,1,2,1,1,2,1,0,0,0,1
455,5,3,1,3,1,2,2,1,0,0,0,1
456,5,2,1,3,1,1,2,1,0,0,0,1
457,4,4,1,2,1,1,2,1,0,0,0,1
458,5,4,1,2,1,2,2,1,0,0,0,1
459,5,4,1,2,1,1,2,1,0,0,0,1
460,4,4,1,3,1,2,1,1,0,0,0,1
461,6,3,1,3,1,1,2,1,0,0,0,1
462,5,3,1,2,1,2,2,1,1,0,0,1
463,5,3,1,2,1,1,2,1,0,0,0,1
464,4,3,1,3,1,1,2,1,0,0,0,1
465,5,3,1,1,1,1,2,1,0,0,0,1
466,6,3,1,3,1,1,2,1,0,0,0,1
467,5,3,1,2,1,1,2,1,1,0,0,1
468,5,4,1,2,1,1,2,1,0,0,0,1
469,5,4,1,3,1,2,1,1,0,0,0,1
470,5,3,1,3,1,1,2,1,1,0,0,1
471,5,3,1,3,1,2,2,1,2,1,0,1
472,5,4,1,3,1,1,2,1,1,0,0,1
473,4,3,1,2,1,1,2,1,0,0,0,1
474,5,3,1,3,1,1,2,1,0,0,0,1
475,5,4,2,3,1,1,2,1,0,0,0,1
476,1,3,1,2,1,2,2,1,1,0,0,1
477,5,4,1,2,1,1,2,1,0,0,0,1
478,5,4,1,2,1,2,1,1,0,0,0,1
479,5,2,1,3,1,1,2,1,0,0,0,1
480,1,2,2,2,1,2,2,1,1,0,0,1
481,4,4,1,2,1,1,2,1,0,0,0,1
482,4,2,1,2,1,1,2,1,2,0,0,1
483,5,4,1,2,1,1,2,1,0,0,0,1
484,5,4,1,2,1,1,2,1,0,0,0,1
485,1,3,1,3,1,2,2,1,0,0,0,1
486,1,2,2,2,1,2,2,1,2,0,0,1
487,2,3,1,2,1,1,2,1,0,0,0,0
488,4,3,1,3,1,1,2,1,0,0,0,1
489,5,3,1,2,1,1,2,1,0,0,0,1
490,4,4,1,2,1,1,2,1,0,0,0,1
491,4,4,1,3,1,1,1,1,0,0,0,1
492,5,3,1,3,1,1,2,1,0,0,0,1
493,5,2,1,1,1,2,2,1,0,0,0,1
494,4,2,1,2,1,2,2,1,1,0,0,1
495,5,3,1,3,1,1,2,1,0,0,0,1
496,6,2,2,2,1,2,2,1,0,0,0,1
497,5,4,1,3,1,1,2,1,0,0,0,1
498,6,3,1,3,1,1,2,1,0,0,0,1
499,4,4,2,1,1,2,2,1,0,0,0,1
500,5,3,1,2,1,2,2,1,0,0,0,1
501,5,4,1,2,1,1,2,1,0,0,0,1
502,6,2,1,2,1,2,2,1,1,0,0,1
503,5,3,1,2,1,1,2,1,0,0,0,1
504,6,3,1,3,1,1,2,1,0,0,0,1
505,1,3,1,3,1,1,2,1,0,0,0,1
506,5,3,1,2,1,1,2,1,0,0,0,1
507,6,3,1,3,1,1,2,1,0,0,0,1
508,5,3,2,2,1,2,2,1,0,0,0,1
509,5,2,1,3,1,1,2,1,0,0,0,1
510,5,3,1,3,1,1,2,1,0,0,0,1
511,1,2,1,2,1,1,2,1,0,0,0,1
512,1,2,1,3,1,1,2,1,0,0,0,1
513,4,4,1,3,1,1,2,1,0,0,0,1
514,4,3,1,3,1,1,2,1,0,0,0,1
515,5,4,1,1,1,2,2,1,0,0,0,1
516,5,3,2,3,1,2,2,1,0,0,0,1
517,5,3,1,3,1,1,2,1,0,0,0,1
518,1,3,1,2,1,2,2,1,0,0,0,1
519,5,2,1,3,1,2,2,1,2,0,0,0
520,4,3,1,3,1,1,2,1,0,0,0,1
521,1,2,1,3,1,1,2,1,1,0,0,1
522,5,4,1,2,1,2,2,1,0,0,0,1
523,5,3,1,2,1,1,2,1,0,0,0,1
524,5,3,1,3,1,2,2,1,0,0,0,1
525,5,2,1,3,1,2,2,1,1,0,0,0
526,4,3,1,2,1,2,2,1,0,0,0,1
527,1,2,2,3,1,2,2,1,0,0,0,1
528,4,1,2,3,1,1,2,1,1,0,0,1
529,3,4,1,3,1,1,1,1,0,0,0,1
530,4,3,1,2,1,1,2,1,0,0,0,1
531,5,4,1,2,1,1,2,1,0,0,0,1
532,5,2,2,2,1,2,2,1,0,0,0,0
