37,-41,106,0,34,-1,69,72,4,0
45,-45,81,0,44,0,36,37,2,0
45,-49,79,2,0,0,33,79,46,0
37,-80,106,-1,34,-2,69,72,4,0
86,-37,107,0,64,-6,21,42,22,0
45,-47,91,0,2,0,46,88,42,0
37,-42,77,0,20,0,40,57,16,0
47,-38,89,4,6,-7,42,84,42,0
37,-56,106,0,34,-1,69,72,4,0
79,-35,89,4,8,0,10,81,70,0
44,-36,79,3,0,0,35,79,44,0
71,46,82,0,-42,-8,11,126,114,0
87,-34,107,0,64,-7,20,42,22,0
50,30,77,0,-22,0,28,101,72,0
66,-63,88,0,8,0,22,81,58,0
64,-63,88,0,8,0,24,81,56,0
45,-42,91,0,2,0,46,88,42,0
60,50,82,0,-40,28,22,123,102,0
43,-113,76,0,42,0,33,35,2,0
37,-54,106,0,30,-6,69,75,6,0
43,-35,77,0,-2,0,34,79,46,0
37,-105,106,0,34,0,69,72,4,0
46,-33,89,3,6,-4,43,84,42,0
40,28,77,0,-22,0,38,101,64,0
71,42,82,0,-42,-7,11,126,114,0
77,-44,107,0,62,-4,30,45,16,0
45,-44,77,0,-2,0,32,79,48,0
51,23,77,0,28,0,26,48,22,0
75,-43,88,-1,8,0,14,81,68,0
42,23,77,0,28,0,34,48,14,0
48,-42,78,-7,0,0,30,78,48,0
83,-31,107,0,62,-26,24,45,22,0
45,-49,77,0,-2,0,32,79,48,0
90,-37,107,0,64,-23,17,42,26,0
50,23,77,0,-22,0,27,101,74,0
81,-35,107,0,62,-10,26,45,18,0
37,-110,106,0,34,-3,69,72,4,0
49,-58,88,0,6,-17,40,83,44,0
51,-65,88,0,8,5,37,81,44,0
42,22,77,0,28,0,35,48,14,0
49,31,77,0,-22,0,28,101,72,0
37,-51,106,-1,30,0,69,75,6,0
84,-28,107,0,64,-2,22,42,20,0
37,-37,106,-3,34,-6,69,72,4,0
48,45,77,0,-22,0,29,101,72,0
71,-35,107,0,60,-26,35,47,12,0
64,1532,106,-2,34,-35,42,72,30,1
50,22,77,0,28,0,26,48,22,0
45,-27,77,-2,44,-3,32,34,2,0
42,23,77,0,28,0,35,48,14,0
45,-98,81,0,44,0,36,37,2,0
37,-64,80,0,34,0,43,46,2,0
44,-36,91,0,2,0,47,88,42,0
45,-44,79,2,0,0,34,79,44,0
79,1963,88,0,44,0,9,44,34,1
94,-38,107,0,68,-12,13,40,26,0
57,92,80,0,34,0,23,46,24,0
37,-66,77,0,20,0,40,57,16,0
88,-39,107,0,64,-11,19,42,24,0
91,3049,106,-4,36,1,15,69,54,1
37,-39,80,0,34,0,43,46,2,0
70,-29,107,0,60,-10,37,47,10,0
37,-52,76,0,36,0,39,40,2,0
43,-32,91,0,2,0,48,88,40,0
44,27,77,0,28,0,33,48,16,0
37,-48,106,-362,30,-22,69,75,6,0
49,22,79,0,42,0,30,37,8,0
64,78,82,0,-42,-6,18,126,108,0
37,-84,106,0,34,0,69,72,4,0
82,2561,106,-4,34,-20,24,72,48,1
91,-38,107,0,64,-36,16,42,26,0
42,-25,77,0,-2,0,34,79,46,0
52,-69,88,0,8,6,36,81,44,0
37,-51,106,-1,34,-1,69,72,4,0
85,-38,107,0,64,-3,22,42,20,0
37,-64,106,-1,34,-2,69,72,4,0
79,-40,107,0,62,-6,28,45,16,0
80,-32,88,-6,8,0,9,81,72,0
37,-32,106,0,34,-1,69,72,4,0
47,22,79,0,42,0,31,37,6,0
89,-37,107,0,64,-14,18,42,24,0
